*******************************************************************************
USER DATA                   {Unspecified by user}           Fri Dec-22 05:35:34
Local ID: -839369              (TLE ID = 39369)
 
Geocentric SGP4/SDP4 Two-Line Elements (TLEs):

1 39369U 13055AC  23355.77119201  .00100300  12551-5  10733-2 0  9999
2 39369  80.9531 247.5178 0278342  30.2449 331.4520 15.28467463537133
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Fri Dec 22 05:35:34 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: {Unspecified by user} (-839369) {source: USER-INPUT TLE}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2023-Nov-20 00:00:00.0000 TDB
Stop  time      : A.D. 2023-Dec-21 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Keplerian GM    : 3.9860043550702260E+05 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC osculating elements
Output format   : 10
EOP file        : eop.231221.p240314
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-DEC-21. PREDICTS-> 2024-MAR-13
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2460294.416666667, A.D. 2023-Dec-15 22:00:00.0000,  2.933911133574869E-02,  6.660435640119078E+03,  8.082812103115192E+01,  2.543192516983413E+02,  5.037064925698600E+01,  2.460294386576970E+06,  6.364127310209902E-02,  1.654513840715158E+02,  1.662669098752353E+02,  6.861753386689614E+03,  7.063071133260150E+03,  5.656706449326616E+03,
2460294.458333333, A.D. 2023-Dec-15 23:00:00.0000,  2.764745160825739E-02,  6.660176192143836E+03,  8.082006812406043E+01,  2.542635263338700E+02,  4.920501354650533E+01,  2.460294451891369E+06,  6.381144428309769E-02,  3.551654025689746E+01,  3.740990837126162E+01,  6.849548760025028E+03,  7.038921327906220E+03,  5.641621249048525E+03,
2460294.500000000, A.D. 2023-Dec-16 00:00:00.0000,  2.883166369772492E-02,  6.659789513582940E+03,  8.082518916622718E+01,  2.542061679844720E+02,  5.285974106193789E+01,  2.460294518032808E+06,  6.370045485944480E-02,  2.607524885551319E+02,  2.575120708267971E+02,  6.857502725984765E+03,  7.055215938386589E+03,  5.651451010739890E+03,
2460294.541666667, A.D. 2023-Dec-16 01:00:00.0000,  2.873344504224756E-02,  6.670818816127541E+03,  8.083223460414382E+01,  2.541631407243200E+02,  5.152286749528405E+01,  2.460294517789383E+06,  6.355217972464486E-02,  1.311079729931210E+02,  1.335308575434578E+02,  6.868164853486287E+03,  7.065510890845033E+03,  5.664636548420318E+03,
2460294.583333333, A.D. 2023-Dec-16 02:00:00.0000,  2.821711486785909E-02,  6.663455792501712E+03,  8.082459210509612E+01,  2.541177778032036E+02,  5.169448745693521E+01,  2.460294583344720E+06,  6.370831294783194E-02,  3.599373236977010E+02,  3.599336574888077E+02,  6.856938822909636E+03,  7.050421853317560E+03,  5.650753933710173E+03,
2460294.625000000, A.D. 2023-Dec-16 03:00:00.0000,  3.019945195678739E-02,  6.643422063132900E+03,  8.081998272728612E+01,  2.540594378324056E+02,  5.327766946995709E+01,  2.460294649083690E+06,  6.380098562487997E-02,  2.272409436178400E+02,  2.247644375177198E+02,  6.850297286939542E+03,  7.057172510746183E+03,  5.642546059031627E+03,
2460294.666666667, A.D. 2023-Dec-16 04:00:00.0000,  2.946006571735535E-02,  6.662384969754520E+03,  8.082960000268891E+01,  2.540055670726989E+02,  5.071907044727354E+01,  2.460294648701251E+06,  6.360145424697061E-02,  9.872293769357684E+01,  1.020393771461178E+02,  6.864617038843322E+03,  7.066849107932124E+03,  5.660247933987250E+03,
2460294.708333333, A.D. 2023-Dec-16 05:00:00.0000,  2.950555784385096E-02,  6.664555716426535E+03,  8.083122498389666E+01,  2.539636630715658E+02,  5.046515691217880E+01,  2.460294714157132E+06,  6.356591329267686E-02,  3.280151458378987E+02,  3.261667650130672E+02,  6.867175562200934E+03,  7.069795407975334E+03,  5.663412690107200E+03,
2460294.750000000, A.D. 2023-Dec-16 06:00:00.0000,  3.055281635314928E-02,  6.643473000144098E+03,  8.082175844411593E+01,  2.539142728987464E+02,  5.042299257000140E+01,  2.460294779581128E+06,  6.376538487183987E-02,  1.970278254365059E+02,  1.960387954558193E+02,  6.852846768972798E+03,  7.062220537801497E+03,  5.645696340162506E+03,
2460294.791666667, A.D. 2023-Dec-16 07:00:00.0000,  2.902525241526947E-02,  6.655210103015467E+03,  8.082280346828975E+01,  2.538536364491846E+02,  4.757073060828085E+01,  2.460294779185237E+06,  6.374714863200998E-02,  6.874463921237704E+01,  7.188414836524036E+01,  6.854153642584522E+03,  7.053097182153578E+03,  5.647311412752817E+03,
2460294.833333333, A.D. 2023-Dec-16 08:00:00.0000,  2.895446432698589E-02,  6.667764765674678E+03,  8.083114234424150E+01,  2.538048202241124E+02,  4.926923112024614E+01,  2.460294844980363E+06,  6.357414177142194E-02,  2.960251258538207E+02,  2.929969555094311E+02,  6.866582998142689E+03,  7.065401230610700E+03,  5.662679667692005E+03,
2460294.875000000, A.D. 2023-Dec-16 09:00:00.0000,  2.924367598901965E-02,  6.661237968258233E+03,  8.082815630633429E+01,  2.537638993612609E+02,  4.890221782792821E+01,  2.460294844911203E+06,  6.363915966569475E-02,  1.654409451099246E+02,  1.662544811957494E+02,  6.861905303624771E+03,  7.062572638991310E+03,  5.656894306762212E+03,
2460294.916666667, A.D. 2023-Dec-16 10:00:00.0000,  2.758653363427593E-02,  6.660353204794515E+03,  8.081987365557112E+01,  2.537084290833745E+02,  4.773224264056503E+01,  2.460294910223239E+06,  6.381489696237548E-02,  3.552652916473779E+01,  3.741606131047306E+01,  6.849301696413942E+03,  7.038250188033369E+03,  5.641316011404858E+03,
2460294.958333333, A.D. 2023-Dec-16 11:00:00.0000,  2.880201228535291E-02,  6.659204985111276E+03,  8.082471940017675E+01,  2.536505905168511E+02,  5.149133713299966E+01,  2.460294976378412E+06,  6.371175997541004E-02,  2.606673259069288E+02,  2.574311739697497E+02,  6.856691497869797E+03,  7.054178010628318E+03,  5.650448208289087E+03,
2460295.000000000, A.D. 2023-Dec-16 12:00:00.0000,  2.870847435208087E-02,  6.670728030372459E+03,  8.083223426282520E+01,  2.536070132812346E+02,  5.003790802592019E+01,  2.460294976117068E+06,  6.355592800539221E-02,  1.311467267661556E+02,  1.335660837886544E+02,  6.867894812448424E+03,  7.065061594524389E+03,  5.664302470250405E+03,
2460295.041666667, A.D. 2023-Dec-16 13:00:00.0000,  2.821140800534354E-02,  6.663608271865938E+03,  8.082488467075790E+01,  2.535618797496749E+02,  5.019426667021114E+01,  2.460295041665712E+06,  6.370668744028912E-02,  5.252160541885422E-03,  5.559317871170396E-03,  6.857055461197036E+03,  7.050502650528135E+03,  5.650898115483090E+03,
2460295.083333333, A.D. 2023-Dec-16 14:00:00.0000,  3.018997704477159E-02,  6.643051626389406E+03,  8.081991359605465E+01,  2.535036160178732E+02,  5.178675228601713E+01,  2.460295107401794E+06,  6.380725738455567E-02,  2.273118492494143E+02,  2.248331877863804E+02,  6.849848392107289E+03,  7.056645157825173E+03,  5.641991440414688E+03,
2460295.125000000, A.D. 2023-Dec-16 15:00:00.0000,  2.944023017465566E-02,  6.661869098525465E+03,  8.082938306900097E+01,  2.534491600724968E+02,  4.910872614842481E+01,  2.460295107001528E+06,  6.361079202402931E-02,  9.891910460818544E+01,  1.022311577284318E+02,  6.863945225881650E+03,  7.066021353237835E+03,  5.659417035147246E+03,
2460295.166666667, A.D. 2023-Dec-16 16:00:00.0000,  2.947643440414790E-02,  6.664763946376645E+03,  8.083139976228480E+01,  2.534071378754948E+02,  4.889436276352671E+01,  2.460295172460086E+06,  6.356579549117533E-02,  3.281820518381762E+02,  3.263440642601653E+02,  6.867184046463436E+03,  7.069604146550228E+03,  5.663423185665597E+03,
2460295.208333333, A.D. 2023-Dec-16 17:00:00.0000,  3.047412519215723E-02,  6.644110103569187E+03,  8.082198236249016E+01,  2.533582004876989E+02,  4.886875365603893E+01,  2.460295237884949E+06,  6.376397630885929E-02,  1.971940154393130E+02,  1.961980728691669E+02,  6.852947689390994E+03,  7.061785275212801E+03,  5.645821055077176E+03,
2460295.250000000, A.D. 2023-Dec-16 18:00:00.0000,  2.895936435750988E-02,  6.655065228949059E+03,  8.082254564321440E+01,  2.532975172872482E+02,  4.597783138547082E+01,  2.460295237481007E+06,  6.375571912899138E-02,  6.896079648200026E+01,  7.209725728836513E+01,  6.853539372784051E+03,  7.052013516619043E+03,  5.646552261008042E+03,
2460295.291666667, A.D. 2023-Dec-16 19:00:00.0000,  2.888388133805472E-02,  6.667767863162324E+03,  8.083097917937779E+01,  2.532482908418349E+02,  4.779739102191284E+01,  2.460295303293624E+06,  6.358102917243756E-02,  2.961284606358219E+02,  2.931102673822101E+02,  6.866087108459825E+03,  7.064406353757326E+03,  5.662066259161158E+03,
2460295.333333333, A.D. 2023-Dec-16 20:00:00.0000,  2.914754952240825E-02,  6.662107206308042E+03,  8.082850908969664E+01,  2.532075125419009E+02,  4.743357576665805E+01,  2.460295303222487E+06,  6.363615602082862E-02,  1.655543669385250E+02,  1.663591239627963E+02,  6.862121224528762E+03,  7.062135242749483E+03,  5.657161313800430E+03,
2460295.375000000, A.D. 2023-Dec-16 21:00:00.0000,  2.753891910568527E-02,  6.660539058910081E+03,  8.082008729302730E+01,  2.531524805154658E+02,  4.626385212705031E+01,  2.460295368533448E+06,  6.381691290287780E-02,  3.565515120840827E+01,  3.754716561294568E+01,  6.849157451920623E+03,  7.037775844931166E+03,  5.641137805394625E+03,
2460295.416666667, A.D. 2023-Dec-16 22:00:00.0000,  2.876622081518486E-02,  6.658849120078644E+03,  8.082466004850856E+01,  2.530944266895588E+02,  5.008635704171004E+01,  2.460295434695746E+06,  6.372038967014261E-02,  2.607419526962123E+02,  2.575089578344666E+02,  6.856072413036963E+03,  7.053295705995281E+03,  5.649682964331977E+03,
2460295.458333333, A.D. 2023-Dec-16 23:00:00.0000,  2.867061586863613E-02,  6.670838847899963E+03,  8.083253804255672E+01,  2.530504816563273E+02,  4.857822908098981E+01,  2.460295434426213E+06,  6.355806012041744E-02,  1.312839545727020E+02,  1.336949836867513E+02,  6.867741218253715E+03,  7.064643588607466E+03,  5.664112455885880E+03,
2460295.500000000, A.D. 2023-Dec-17 00:00:00.0000,  2.821504027790856E-02,  6.663801777816824E+03,  8.082548088303635E+01,  2.530056948513503E+02,  4.869913327835968E+01,  2.460295499965106E+06,  6.370355539211810E-02,  1.920581702857105E-01,  2.032916090723520E-01,  6.857280215288085E+03,  7.050758652759346E+03,  5.651175947465908E+03,
2460295.541666667, A.D. 2023-Dec-17 01:00:00.0000,  3.015958149948012E-02,  6.642978216894502E+03,  8.082019717179764E+01,  2.529476760307725E+02,  5.028832140524309E+01,  2.460295565696748E+06,  6.381131487892761E-02,  2.275150092332520E+02,  2.250304625675019E+02,  6.849558020241391E+03,  7.056137823588280E+03,  5.641632689798760E+03,
2460295.583333333, A.D. 2023-Dec-17 02:00:00.0000,  2.941214144587244E-02,  6.661505956123320E+03,  8.082950194486345E+01,  2.528927897975576E+02,  4.753556553984613E+01,  2.460295565285332E+06,  6.361875523291270E-02,  9.920373689086914E+01,  1.025094413568128E+02,  6.863372437037158E+03,  7.065238917950996E+03,  5.658708641532122E+03,
2460295.625000000, A.D. 2023-Dec-17 03:00:00.0000,  2.943976832456247E-02,  6.665003460242495E+03,  8.083190586607290E+01,  2.528506760808094E+02,  4.734844986007470E+01,  2.460295630744748E+06,  6.356597115093854E-02,  3.284492679421365E+02,  3.266272834798993E+02,  6.867171395161099E+03,  7.069339330079703E+03,  5.663407535223108E+03,
2460295.666666667, A.D. 2023-Dec-17 04:00:00.0000,  3.039176141593470E-02,  6.644777378229708E+03,  8.082256871783288E+01,  2.528021617272124E+02,  4.734077514207345E+01,  2.460295696171070E+06,  6.376249601939619E-02,  1.974578881664859E+02,  1.964497196122979E+02,  6.853053752857118E+03,  7.061330127484527E+03,  5.645952126630834E+03,
2460295.708333333, A.D. 2023-Dec-17 05:00:00.0000,  2.889319064729457E-02,  6.654978225535882E+03,  8.082267861178181E+01,  2.527414624185196E+02,  4.441141010385413E+01,  2.460295695759058E+06,  6.376348679269442E-02,  6.927376295478520E+01,  7.240890719905306E+01,  6.852982763010160E+03,  7.050987300484438E+03,  5.645864398388677E+03,
2460295.750000000, A.D. 2023-Dec-17 06:00:00.0000,  2.881163326781331E-02,  6.667811147239589E+03,  8.083113809502673E+01,  2.526918688376037E+02,  4.634244421185259E+01,  2.460295761587681E+06,  6.358750548348781E-02,  2.963377386736926E+02,  2.933322586744678E+02,  6.865620898729621E+03,  7.063430650219653E+03,  5.661489584514108E+03,
2460295.791666667, A.D. 2023-Dec-17 07:00:00.0000,  2.905872598431433E-02,  6.662856814386708E+03,  8.082902518008071E+01,  2.526511765206059E+02,  4.597656138311049E+01,  2.460295761514200E+06,  6.363414905412954E-02,  1.657779712794905E+02,  1.665681715444702E+02,  6.862265507397791E+03,  7.061674200408875E+03,  5.657339735835405E+03,
2460295.833333333, A.D. 2023-Dec-17 08:00:00.0000,  2.750162871826959E-02,  6.660715807044144E+03,  8.082033571784638E+01,  2.525964756080221E+02,  4.480507163032780E+01,  2.460295826823220E+06,  6.381804337320374E-02,  3.589597961712467E+01,  3.779624420381768E+01,  6.849076567876896E+03,  7.037437328709648E+03,  5.641037878500028E+03,
2460295.875000000, A.D. 2023-Dec-17 09:00:00.0000,  2.872743440750650E-02,  6.658571351683800E+03,  8.082453297286581E+01,  2.525382275892963E+02,  4.865644960329023E+01,  2.460295892986296E+06,  6.372819424921540E-02,  2.609653705669278E+02,  2.577342359097221E+02,  6.855512641420027E+03,  7.052453931156254E+03,  5.648991066531470E+03,
2460295.916666667, A.D. 2023-Dec-17 10:00:00.0000,  2.862576390195144E-02,  6.670996270455766E+03,  8.083263685115146E+01,  2.524939454793773E+02,  4.712249220106648E+01,  2.460295892713036E+06,  6.356021253035044E-02,  1.315438155195179E+02,  1.339412710545979E+02,  6.867586170756135E+03,  7.064176071056505E+03,  5.663920645767154E+03,
2460295.958333333, A.D. 2023-Dec-17 11:00:00.0000,  2.822454961990151E-02,  6.663955671403371E+03,  8.082578563087043E+01,  2.524494465180223E+02,  4.719797594553086E+01,  2.460295958239843E+06,  6.370041368840559E-02,  5.145444263522578E-01,  5.446501384175687E-01,  6.857505680758701E+03,  7.051055690114031E+03,  5.651454663402371E+03,
2460296.000000000, A.D. 2023-Dec-17 12:00:00.0000,  3.011076665496972E-02,  6.643093373761655E+03,  8.082019103266425E+01,  2.523916445510278E+02,  4.877091715282140E+01,  2.460296023964316E+06,  6.381447329363021E-02,  2.278710560124546E+02,  2.253759459097884E+02,  6.849332011708629E+03,  7.055570649655602E+03,  5.641353464495871E+03,
2460296.041666667, A.D. 2023-Dec-17 13:00:00.0000,  2.937566468786796E-02,  6.661268477890448E+03,  8.082930677081438E+01,  2.523363720421004E+02,  4.599850325334241E+01,  2.460296023550095E+06,  6.362574395151394E-02,  9.959158058995402E+01,  1.028887177244506E+02,  6.862869841140266E+03,  7.064471204390084E+03,  5.658087083026304E+03,
2460296.083333333, A.D. 2023-Dec-17 14:00:00.0000,  2.941136415606070E-02,  6.665191583190354E+03,  8.083203867955994E+01,  2.522941537281812E+02,  4.579174208606280E+01,  2.460296089001097E+06,  6.356607033600040E-02,  3.288720296716314E+02,  3.270735128498358E+02,  6.867164251717087E+03,  7.069136920243819E+03,  5.663398698347967E+03,
2460296.125000000, A.D. 2023-Dec-17 15:00:00.0000,  3.029595253360434E-02,  6.645515717876488E+03,  8.082279728171457E+01,  2.522459982881365E+02,  4.581210877612958E+01,  2.460296154429729E+06,  6.376131936917812E-02,  1.978722727281654E+02,  1.968440027978215E+02,  6.853138063349976E+03,  7.060760408823464E+03,  5.646056316927816E+03,
2460296.166666667, A.D. 2023-Dec-17 16:00:00.0000,  2.883299598454495E-02,  6.654888596395089E+03,  8.082252947333103E+01,  2.521852842356022E+02,  4.286691875799742E+01,  2.460296154012805E+06,  6.377070380385783E-02,  6.972010336175421E+01,  7.285692236230807E+01,  6.852465712775786E+03,  7.050042829156484E+03,  5.645225448777652E+03,
2460296.208333333, A.D. 2023-Dec-17 17:00:00.0000,  2.874059365960154E-02,  6.667810615271302E+03,  8.083104839863303E+01,  2.521353503047955E+02,  4.487003408849822E+01,  2.460296219849250E+06,  6.359449008357508E-02,  2.967250581531092E+02,  2.937365352801593E+02,  6.865118187524071E+03,  7.062425759776840E+03,  5.660867781578129E+03,
2460296.250000000, A.D. 2023-Dec-17 18:00:00.0000,  2.897442860061381E-02,  6.663438358200269E+03,  8.082934251591769E+01,  2.520947182809048E+02,  4.450775292198230E+01,  2.460296219774818E+06,  6.363410503765614E-02,  1.661776493157042E+02,  1.669438843461395E+02,  6.862268671871644E+03,  7.061098985543019E+03,  5.657343649085129E+03,
2460296.291666667, A.D. 2023-Dec-17 19:00:00.0000,  2.745080588893835E-02,  6.660818655879206E+03,  8.082053192866643E+01,  2.520403342881236E+02,  4.330803826526697E+01,  2.460296285076128E+06,  6.382156792199456E-02,  3.634143623152663E+01,  3.825808970806721E+01,  6.848824405193600E+03,  7.036830154507994E+03,  5.640726351944336E+03,
2460296.333333333, A.D. 2023-Dec-17 20:00:00.0000,  2.867897954621694E-02,  6.658261728176021E+03,  8.082447114600591E+01,  2.519819147930814E+02,  4.724321800730896E+01,  2.460296351249012E+06,  6.373740885017729E-02,  2.613399308893715E+02,  2.581101861983676E+02,  6.854851885183547E+03,  7.051442042191073E+03,  5.648174384469015E+03,
2460296.375000000, A.D. 2023-Dec-17 21:00:00.0000,  2.858334657416995E-02,  6.670966593353497E+03,  8.083279743394650E+01,  2.519373120243393E+02,  4.563596201788050E+01,  2.460296350964455E+06,  6.356480000213982E-02,  1.320031838760960E+02,  1.343796004004488E+02,  6.867255744306470E+03,  7.063544895259442E+03,  5.663511880598713E+03,
2460296.416666667, A.D. 2023-Dec-17 22:00:00.0000,  2.819514704149931E-02,  6.664133402841268E+03,  8.082613505398571E+01,  2.518930427150968E+02,  4.569679568108963E+01,  2.460296416484051E+06,  6.370075632360486E-02,  1.005068324011887E+00,  1.063808355307579E+00,  6.857481090522861E+03,  7.050828778204454E+03,  5.651424265218636E+03,
2460296.458333333, A.D. 2023-Dec-17 23:00:00.0000,  3.005618698690153E-02,  6.643130806252686E+03,  8.082027569431496E+01,  2.518354203398121E+02,  4.729531920387923E+01,  2.460296482208521E+06,  6.381932061063790E-02,  2.283524744865336E+02,  2.258423681121057E+02,  6.848985185663508E+03,  7.054839565074330E+03,  5.640924982519986E+03,
2460296.500000000, A.D. 2023-Dec-18 00:00:00.0000,  2.932963329906542E-02,  6.660972252948616E+03,  8.082920667221117E+01,  2.517798122674985E+02,  4.444720256681668E+01,  2.460296481782462E+06,  6.363451480451991E-02,  1.001604248630988E+02,  1.034455833269972E+02,  6.862239212666594E+03,  7.063506172384571E+03,  5.657307219295864E+03,
2460296.541666667, A.D. 2023-Dec-18 01:00:00.0000,  2.934869214211014E-02,  6.665405134361127E+03,  8.083220138398765E+01,  2.517374915753597E+02,  4.428891856355165E+01,  2.460296547236929E+06,  6.356917209929872E-02,  3.294060207410187E+02,  3.276389035985896E+02,  6.866940867849725E+03,  7.068476601338322E+03,  5.663122361223444E+03,
2460296.583333333, A.D. 2023-Dec-18 02:00:00.0000,  3.021323031930299E-02,  6.645978409640229E+03,  8.082305033828723E+01,  2.516896349581469E+02,  4.432931919723651E+01,  2.460296612665976E+06,  6.376281912835877E-02,  1.984033149908408E+02,  1.973482133765639E+02,  6.853030601591339E+03,  7.060082793542450E+03,  5.645923516576270E+03,
2460296.625000000, A.D. 2023-Dec-18 03:00:00.0000,  2.876105958819928E-02,  6.654774966353984E+03,  8.082246151072594E+01,  2.516289189930386E+02,  4.130987590472945E+01,  2.460296612235537E+06,  6.377942289378649E-02,  7.033911328923637E+01,  7.347915285300941E+01,  6.851841178785924E+03,  7.048907391217864E+03,  5.644453707264132E+03,
2460296.666666667, A.D. 2023-Dec-18 04:00:00.0000,  2.865513570366653E-02,  6.667829070864441E+03,  8.083101807872337E+01,  2.515786909688589E+02,  4.344394131418804E+01,  2.460296678090273E+06,  6.360261941140065E-02,  2.972242375042854E+02,  2.942570721130856E+02,  6.864533201289724E+03,  7.061237331715008E+03,  5.660144241409509E+03,
2460296.708333333, A.D. 2023-Dec-18 05:00:00.0000,  2.889096001200209E-02,  6.663934946457541E+03,  8.082964103113837E+01,  2.515380897683631E+02,  4.305496178016482E+01,  2.460296678010422E+06,  6.363519643205101E-02,  1.667178231257374E+02,  1.674525578663036E+02,  6.862190209391832E+03,  7.060445472326124E+03,  5.657246621127417E+03,
2460296.750000000, A.D. 2023-Dec-18 06:00:00.0000,  2.739299473422144E-02,  6.660975501619049E+03,  8.082070716617025E+01,  2.514839658561948E+02,  4.182539467121290E+01,  2.460296743303385E+06,  6.382500422236746E-02,  3.692835521974715E+01,  3.886696218301031E+01,  6.848578578558403E+03,  7.036181655497757E+03,  5.640422658583047E+03,
2460296.791666667, A.D. 2023-Dec-18 07:00:00.0000,  2.861636378348605E-02,  6.658085114296880E+03,  8.082442584781855E+01,  2.514254034062700E+02,  4.584515347588425E+01,  2.460296809486263E+06,  6.374610848515799E-02,  2.618556560593343E+02,  2.586276127882549E+02,  6.854228201979761E+03,  7.050371289662643E+03,  5.647403560074868E+03,
2460296.833333333, A.D. 2023-Dec-18 08:00:00.0000,  2.853492561051701E-02,  6.670945419680685E+03,  8.083297907532442E+01,  2.513805043454089E+02,  4.415841165462017E+01,  2.460296809189221E+06,  6.356985536750689E-02,  1.326099784672069E+02,  1.349590778935739E+02,  6.866891662444003E+03,  7.062837905207321E+03,  5.663061492255816E+03,
2460296.875000000, A.D. 2023-Dec-18 09:00:00.0000,  2.815236328384865E-02,  6.664334773264197E+03,  8.082655723481857E+01,  2.513364238211504E+02,  4.420280506026369E+01,  2.460296874701282E+06,  6.370207565881819E-02,  1.644104327785974E+00,  1.740031784758448E+00,  6.857386406559383E+03,  7.050438039854570E+03,  5.651307218435443E+03,
2460296.916666667, A.D. 2023-Dec-18 10:00:00.0000,  3.000636385421569E-02,  6.643054802713847E+03,  8.082055156514535E+01,  2.512789562048596E+02,  4.584789246867484E+01,  2.460296940429427E+06,  6.382533331501417E-02,  2.289600467332234E+02,  2.264297823821504E+02,  6.848555037030607E+03,  7.054055271347368E+03,  5.640393575748302E+03,
2460296.958333333, A.D. 2023-Dec-18 11:00:00.0000,  2.928927494073915E-02,  6.660644704585520E+03,  8.082939064617362E+01,  2.512230305830245E+02,  4.288907180600818E+01,  2.460296939985693E+06,  6.364317787371832E-02,  1.008894640535220E+02,  1.041609101117035E+02,  6.861616476091676E+03,  7.062588247597832E+03,  5.656537150208260E+03,
2460297.000000000, A.D. 2023-Dec-18 12:00:00.0000,  2.929050774208767E-02,  6.665548031593245E+03,  8.083267328522165E+01,  2.511805948048052E+02,  4.278644251956536E+01,  2.460297005445009E+06,  6.357284365492614E-02,  3.300922323173240E+02,  3.283641746665658E+02,  6.866676471957528E+03,  7.067804912321811E+03,  5.662795295961317E+03,
2460297.041666667, A.D. 2023-Dec-18 13:00:00.0000,  3.013702652037592E-02,  6.646412253897194E+03,  8.082362877190195E+01,  2.511329596519404E+02,  4.283889256790706E+01,  2.460297070873389E+06,  6.376409099110446E-02,  1.990938160539704E+02,  1.980030870532106E+02,  6.852939472523157E+03,  7.059466691149119E+03,  5.645810900844216E+03,
2460297.083333333, A.D. 2023-Dec-18 14:00:00.0000,  2.870924947650873E-02,  6.654658432405387E+03,  8.082276005212266E+01,  2.510722020638326E+02,  3.977476452074256E+01,  2.460297070434113E+06,  6.378620183413962E-02,  7.108924989504938E+01,  7.423653753656404E+01,  6.851355712816951E+03,  7.048052993228516E+03,  5.643853837481838E+03,
2460297.125000000, A.D. 2023-Dec-18 15:00:00.0000,  2.858857634538644E-02,  6.667855657039475E+03,  8.083133522611540E+01,  2.510217026539825E+02,  4.197129480494064E+01,  2.460297136294950E+06,  6.360877644171598E-02,  2.979252305485643E+02,  2.949827453029670E+02,  6.864090224463161E+03,  7.060324791886846E+03,  5.659596366074799E+03,
2460297.166666667, A.D. 2023-Dec-18 16:00:00.0000,  2.880653861256514E-02,  6.664488348726566E+03,  8.083022534421586E+01,  2.509810992624850E+02,  4.159515556594923E+01,  2.460297136215829E+06,  6.363556758010400E-02,  1.674221464698513E+02,  1.681165352960132E+02,  6.862163527342699E+03,  7.059838705958832E+03,  5.657213625805011E+03,
2460297.208333333, A.D. 2023-Dec-18 17:00:00.0000,  2.735738833796336E-02,  6.661062259992261E+03,  8.082118698812994E+01,  2.509271760760352E+02,  4.033877704916085E+01,  2.460297201501053E+06,  6.382726211387461E-02,  3.767780956459645E+01,  3.964679365287179E+01,  6.848417065143733E+03,  7.035771870295206E+03,  5.640223128445048E+03,
2460297.250000000, A.D. 2023-Dec-18 18:00:00.0000,  2.855164433770848E-02,  6.658094309515993E+03,  8.082471034716202E+01,  2.508684950138701E+02,  4.438959742302650E+01,  2.460297267684575E+06,  6.375234724867858E-02,  2.625897761104716E+02,  2.593618997215279E+02,  6.853781027789986E+03,  7.049467746063980E+03,  5.646850908810449E+03,
2460297.291666667, A.D. 2023-Dec-18 19:00:00.0000,  2.847455936265718E-02,  6.671130533863003E+03,  8.083340612877593E+01,  2.508233538265974E+02,  4.270129771682242E+01,  2.460297267387209E+06,  6.357313456268034E-02,  1.333602355722012E+02,  1.356752920293475E+02,  6.866655524210039E+03,  7.062180514557076E+03,  5.662769383269213E+03,
2460297.333333333, A.D. 2023-Dec-18 20:00:00.0000,  2.812748239020285E-02,  6.664502970532986E+03,  8.082713039028131E+01,  2.507794265366643E+02,  4.270643392196795E+01,  2.460297332887856E+06,  6.370211036493950E-02,  2.451845245162338E+00,  2.594743694322255E+00,  6.857383915869465E+03,  7.050264861205945E+03,  5.651304139495785E+03,
2460297.375000000, A.D. 2023-Dec-18 21:00:00.0000,  2.993307148412990E-02,  6.643318428541586E+03,  8.082097436608382E+01,  2.507221003962315E+02,  4.437496305467664E+01,  2.460297398615981E+06,  6.382876783061214E-02,  2.297624566949506E+02,  2.272067223212700E+02,  6.848309362226551E+03,  7.053300295911515E+03,  5.640090075925683E+03,
2460297.416666667, A.D. 2023-Dec-18 22:00:00.0000,  2.924162311672383E-02,  6.660549873084340E+03,  8.082968884465764E+01,  2.506659598096361E+02,  4.139436254354406E+01,  2.460297398168261E+06,  6.364922357278462E-02,  1.017281526781230E+02,  1.049830866415965E+02,  6.861181970397978E+03,  7.061814067711616E+03,  5.655999866020836E+03,
2460297.458333333, A.D. 2023-Dec-18 23:00:00.0000,  2.924655457196600E-02,  6.665692433252126E+03,  8.083315402472938E+01,  2.506234640471728E+02,  4.128375732294609E+01,  2.460297463621137E+06,  6.357509558032880E-02,  3.309546875611210E+02,  3.292741707258975E+02,  6.866514319002004E+03,  7.067336204751883E+03,  5.662594711243974E+03,
